pcb_material,solder_type,coating_type,component_density,via_structure,surface_finish,process_line,chamber_id,laminate_vendor,thickness_mm,copper_layers,copper_weight_oz,thermal_cycles,temp_min_c,temp_max_c,temp_span_c,ramp_rate_c_per_min,dwell_hot_min,dwell_cold_min,humidity_percent,vacuum_kpa,vibration_rms_g,initial_scale_coeff,rework_count,pcb_area_cm2,hole_density_per_dm2,copper_imbalance_percent,void_fraction_percent,ionic_contamination_ug_cm2,board_age_days,cycles_per_day,peak_assembly_temp_c,inspection_delay_hours,tg_c,cte_z_ppm,moisture_absorption_percent,warp_energy_index,via_fatigue_index,solder_creep_index,delamination_risk_index,residual_stress_index,deformation_um,drift_percent,post_scale_coeff,exceeds_threshold,severe_threshold
FR4,SnPb,Silicone,High,BlindBuried,ENIG,LineC,Chamber_1,VendorE,0.924,4,3.0,1263,-65,70,135,6.056,76,26,8.65,0.798,9.419,1.010806,0,97.9,266.47,14.28,0.355,1.461,351,1.812,235,3.17,136.0,69.0,0.18,5.711,186.13,105.799,6.203,2.296,22.353,3.1727,1.042876,1,0
Polyimide,SACXPlus,Parylene,High,BlindBuried,OSP,LineA,Chamber_2,VendorE,1.123,4,0.5,1365,-65,125,190,3.688,94,107,36.93,0.96,,1.02586,0,218.6,412.12,5.04,0.815,0.664,483,7.126,255,19.82,255.0,47.0,0.27,7.99,180.149,119.134,5.749,3.762,16.385,4.1871,1.068814,1,0
HighTg_FR4,LowTemp,None,UltraHigh,Through,OSP,LineC,Chamber_1,VendorD,1.309,6,1.0,1179,-65,70,135,17.229,112,44,33.89,1.022,2.891,1.016135,0,186.77,585.63,25.52,5.645,1.466,148,5.732,235,53.95,172.0,55.0,0.13,11.046,150.288,128.096,8.851,3.362,7.615,3.8952,1.055715,1,0
Ceramic,SnAgCu,Parylene,UltraHigh,StackedMicrovia,ImmAg,LineC,Chamber_1,VendorB,2.459,2,1.0,1010,-40,70,110,10.629,15,106,72.52,0.057,0.394,0.998543,1,227.41,540.96,4.98,5.344,,360,1.902,245,26.48,400.0,8.0,0.01,2.906,100.724,58.858,4.939,2.446,7.5,1.8312,1.016828,0,0
Polyimide,SACXPlus,NanoCeramic,Medium,StackedMicrovia,ENIG,LineC,Chamber_1,VendorC,0.9,4,2.0,42,-40,85,125,5.048,104,69,67.29,0.816,,1.000304,0,213.11,317.37,2.9,4.153,0.429,657,7.411,255,43.61,255.0,47.0,0.27,5.11,35.496,7.349,8.799,2.561,3.717,1.6377,1.016686,0,0
HighTg_FR4,SACXPlus,Acrylic,Low,Through,ENIG,LineB,Chamber_1,VendorB,2.552,8,1.0,2146,-40,150,190,3.113,100,70,82.07,0.995,7.762,1.028317,3,187.27,225.64,12.54,5.764,0.441,506,7.118,235,28.99,172.0,55.0,0.13,2.882,123.282,221.787,20.12,4.934,18.934,5.0776,1.08053,1,0
Ceramic,SnAgCu,NanoCeramic,Medium,Microvia,ENIG,LineA,Chamber_3,VendorD,2.741,6,0.5,506,-20,125,145,15.847,106,113,56.48,4.525,0.81,0.991129,0,76.03,466.56,27.11,5.699,0.312,614,5.547,245,15.33,400.0,8.0,0.01,1.748,77.218,57.739,4.064,2.71,,2.0748,1.011693,0,0
FR4,SnPb,Acrylic,High,Microvia,OSP,LineC,Chamber_1,VendorA,1.292,4,1.0,411,-40,70,110,1.878,37,8,26.97,1.934,8.289,0.997941,0,133.66,314.62,32.34,3.614,0.459,20,4.442,255,4.82,136.0,69.0,0.18,6.607,89.52,35.409,5.369,1.905,6.916,2.1285,1.019182,0,0
FR4,SnAgCu,None,Low,Through,ENIG,LineA,Chamber_2,VendorC,1.658,12,2.0,1793,-55,150,205,11.864,72,45,45.85,0.186,15.976,0.987845,3,110.5,534.95,22.37,7.108,0.427,675,5.495,255,38.93,136.0,69.0,0.18,4.175,175.255,224.561,66.131,4.128,16.599,8.0048,1.06692,1,1
FR4,LowTemp,None,Medium,Microvia,OSP,LineB,Chamber_2,VendorB,1.812,4,0.5,205,-55,125,180,11.294,14,45,42.44,,,0.978181,2,104.64,604.35,30.43,2.564,0.465,685,5.827,255,13.76,136.0,69.0,0.18,4.585,105.822,38.772,43.787,2.473,14.17,3.5979,1.013375,1,0
Polyimide,SnAgCu,Parylene,Medium,Through,ENIG,LineD,Chamber_2,VendorC,1.132,4,1.0,1689,-40,105,145,14.075,13,90,67.43,0.065,4.282,0.989443,2,190.97,214.9,19.33,1.541,0.161,474,1.232,255,5.46,255.0,47.0,0.27,8.014,142.139,146.089,8.816,2.533,17.575,5.195,1.040845,1,0
HighTg_FR4,LowTemp,Silicone,Medium,Through,HASL,LineB,Chamber_3,VendorB,2.236,4,2.0,798,-55,70,125,12.528,73,45,93.76,0.63,17.68,0.989678,1,104.03,281.8,6.47,3.068,0.525,418,3.648,255,22.63,172.0,55.0,0.13,1.774,87.414,86.961,10.953,2.667,11.141,3.2527,1.021869,1,0
FR4,SnAgCu,Acrylic,High,StackedMicrovia,ImmAg,LineA,Chamber_1,VendorB,1.918,4,0.5,1596,-65,85,150,15.187,117,107,48.11,5.572,15.37,0.992499,1,50.79,39.65,19.21,3.505,1.461,124,7.98,255,66.71,136.0,69.0,0.18,1.712,189.477,117.773,14.032,4.336,29.34,4.734,1.039484,1,0
HighTg_FR4,SnPb,Silicone,High,Microvia,ImmAg,LineD,Chamber_3,VendorD,0.936,6,2.0,505,-65,85,150,1.454,32,88,64.77,5.738,9.873,1.007347,1,95.38,312.01,25.04,3.138,0.873,481,6.662,255,40.55,172.0,55.0,0.13,7.72,157.112,51.408,8.437,3.147,15.062,3.2731,1.040318,1,0
FR4,SACXPlus,Acrylic,Medium,Through,ENIG,LineA,Chamber_2,,2.582,2,2.0,1558,-40,105,145,8.201,96,110,22.35,0.197,3.348,0.999857,0,197.2,318.03,2.55,4.032,0.507,452,1.023,245,17.66,136.0,69.0,0.18,2.311,79.621,114.502,12.23,2.264,6.038,2.591,1.025763,0,0
Polyimide,SnAgCu,Acrylic,UltraHigh,BlindBuried,OSP,LineA,Chamber_1,VendorB,1.335,10,1.0,2183,-40,105,145,2.193,15,99,,0.659,3.951,,3,130.72,643.34,14.27,6.321,0.913,587,7.346,235,44.77,255.0,47.0,0.27,5.87,187.035,188.769,11.609,5.186,24.268,5.4326,1.067117,1,1
HighTg_FR4,SACXPlus,Parylene,Low,StackedMicrovia,ENIG,LineB,Chamber_3,VendorA,1.028,10,0.5,1129,-40,85,125,7.77,13,91,73.01,1.621,15.506,1.001812,0,20.81,296.08,2.86,2.361,1.025,139,0.908,255,55.59,172.0,55.0,0.13,0.453,161.445,65.107,6.938,2.297,17.311,3.1475,1.033344,1,0
HighTg_FR4,SACXPlus,Silicone,Low,BlindBuried,OSP,LineC,Chamber_1,VendorE,2.762,4,0.5,1247,-40,85,125,10.446,76,46,76.26,1.141,12.16,1.002149,0,156.33,309.42,13.49,5.85,0.502,36,5.944,245,61.28,172.0,55.0,0.13,1.51,73.936,74.846,8.242,3.389,11.404,3.4131,1.036354,1,0
FR4,SACXPlus,Parylene,Medium,StackedMicrovia,ENIG,LineD,Chamber_3,VendorC,0.916,8,3.0,1364,-20,105,125,11.013,38,89,95.57,9.152,6.317,0.996504,0,56.82,243.75,19.13,2.281,0.98,338,3.129,255,71.32,136.0,69.0,0.18,3.464,186.108,98.053,15.203,3.389,16.08,4.6497,1.042839,1,0
Polyimide,SnAgCu,Silicone,High,StackedMicrovia,ENIG,LineC,Chamber_3,VendorC,0.825,6,2.0,817,-20,125,145,16.706,17,54,96.86,13.879,0.467,1.023364,0,41.91,90.3,24.4,0.385,0.046,116,2.598,245,44.65,255.0,47.0,0.27,4.025,200.728,84.317,11.69,2.482,9.769,4.3031,1.0674,1,0
HighTg_FR4,SACXPlus,NanoCeramic,Medium,Through,,LineD,Chamber_1,VendorC,1.199,10,1.0,1230,-55,70,125,16.654,111,45,,0.068,2.448,0.994919,1,85.57,430.37,12.08,,1.724,629,4.293,255,31.42,172.0,55.0,0.13,2.498,92.647,63.4,9.582,3.433,0.0,2.9386,1.024156,0,0
FR4,SnAgCu,Acrylic,Low,Microvia,HASL,LineA,Chamber_1,VendorC,1.37,4,2.0,1428,-40,125,165,6.128,108,31,85.17,14.425,13.126,1.011,1,188.99,163.66,4.16,3.897,0.772,114,1.041,265,49.08,136.0,69.0,0.18,3.422,197.928,152.223,32.011,2.151,23.062,5.8578,1.070222,1,1
FR4,SnAgCu,Acrylic,UltraHigh,Microvia,OSP,LineB,Chamber_3,VendorC,1.611,6,0.5,93,-55,150,205,12.824,7,109,73.82,39.714,,0.985814,2,29.11,374.14,16.83,5.599,1.101,135,8.231,235,8.37,136.0,69.0,0.18,1.756,61.52,12.363,67.984,1.893,,2.9675,1.015068,0,0
Rogers,SACXPlus,None,Medium,Microvia,ENIG,LineA,Chamber_1,VendorA,2.139,2,0.5,1019,-20,125,145,13.059,117,89,54.26,51.976,6.458,0.997078,2,64.0,542.69,4.39,6.893,1.153,114,8.146,245,53.23,287.0,31.0,0.05,0.886,104.844,91.659,7.81,3.387,14.389,3.9879,1.036841,1,0
Rogers,LowTemp,Silicone,Medium,Through,HASL,LineD,Chamber_2,VendorC,1.468,2,1.0,1178,-40,105,145,17.263,8,11,8.77,0.077,10.655,1.024091,0,63.0,518.93,3.29,5.104,3.063,632,1.78,245,20.43,287.0,31.0,0.05,1.301,150.486,175.947,5.565,2.804,22.641,3.7155,1.062141,1,0
Polyimide,SnPb,Silicone,High,Through,HASL,LineD,Chamber_1,VendorC,1.875,10,2.0,491,-55,125,180,2.244,90,46,95.89,41.318,13.592,1.00822,0,200.66,94.38,24.9,1.517,2.532,63,8.173,265,48.14,255.0,47.0,0.27,9.514,90.902,76.422,11.463,2.81,9.804,3.564,1.044153,1,0
FR4,SnAgCu,Parylene,UltraHigh,Through,ENIG,LineB,Chamber_1,,0.712,4,1.0,1057,-40,125,165,11.415,96,72,94.8,0.174,11.589,0.983203,1,73.54,306.19,20.69,3.367,0.519,347,8.155,245,33.82,136.0,69.0,0.18,8.595,161.522,113.663,39.1,3.593,28.751,6.0029,1.042223,1,1
Rogers,SACXPlus,Acrylic,High,BlindBuried,,LineC,Chamber_2,VendorD,1.508,6,2.0,892,-40,125,165,7.805,39,87,53.67,0.654,4.311,0.987618,1,146.62,563.82,18.04,6.89,,662,1.389,255,18.59,287.0,31.0,0.05,6.676,112.273,77.041,7.204,2.595,4.459,3.576,1.022935,1,0
Ceramic,LowTemp,None,UltraHigh,Microvia,ENIG,LineC,Chamber_2,VendorB,2.684,4,1.0,1237,-20,70,90,6.774,21,41,37.69,0.91,17.127,1.019226,1,46.03,24.73,5.7,4.371,1.277,226,0.51,235,55.53,400.0,8.0,0.01,0.754,103.269,125.217,4.153,2.35,17.745,2.4078,1.043766,0,0
Polyimide,SnPb,Silicone,Medium,Microvia,OSP,LineA,Chamber_2,VendorA,2.327,10,2.0,658,-65,70,135,11.421,70,87,16.28,0.485,0.425,1.00106,2,193.6,120.32,31.29,4.163,,251,4.199,265,63.24,255.0,47.0,0.27,5.562,104.0,58.445,5.48,2.627,0.0,2.3783,1.024868,0,0
HighTg_FR4,SACXPlus,NanoCeramic,High,BlindBuried,ImmAg,LineB,Chamber_2,VendorD,2.256,4,2.0,1980,-55,70,125,5.608,107,37,11.07,0.47,10.013,0.996697,0,75.89,303.95,29.25,8.765,0.229,486,3.136,245,41.3,172.0,55.0,0.13,2.851,101.769,98.232,3.781,3.435,17.078,3.3525,1.030111,1,0
FR4,SnAgCu,Acrylic,High,Through,ENIG,LineD,Chamber_1,VendorE,1.339,4,1.0,1417,-20,70,90,1.417,9,23,79.91,0.181,,0.990652,1,120.38,364.24,28.66,6.098,0.692,82,4.304,235,60.45,136.0,69.0,0.18,4.429,76.48,81.747,9.542,3.29,5.536,2.6436,1.016841,0,0
FR4,SnAgCu,None,Medium,Through,ImmAg,LineB,Chamber_1,VendorB,1.725,6,1.0,1394,-40,105,145,14.178,103,16,43.67,7.489,12.735,0.996191,0,91.69,375.12,2.22,5.437,1.673,407,4.571,265,60.55,136.0,69.0,0.18,1.446,106.978,125.391,19.464,3.491,24.945,3.404,1.030101,1,0
Rogers,LowTemp,Acrylic,Medium,Microvia,HASL,LineA,Chamber_1,VendorD,2.473,4,1.0,1804,-55,85,140,2.293,77,107,57.78,4.122,10.112,1.016967,1,163.96,626.01,2.46,4.971,0.515,513,6.505,265,17.85,287.0,31.0,0.05,1.692,204.227,225.415,5.857,4.152,22.008,4.7835,1.065614,1,0
HighTg_FR4,SACXPlus,Acrylic,UltraHigh,BlindBuried,ENIG,LineD,Chamber_1,VendorA,2.548,4,1.0,85,-40,125,165,6.445,119,81,33.74,5.299,3.523,0.9916,1,75.37,529.41,16.03,3.617,0.658,294,5.517,245,44.11,172.0,55.0,0.13,2.375,29.937,13.051,10.115,2.332,1.503,1.0145,1.00166,0,0
FR4,SnAgCu,Acrylic,Low,Microvia,HASL,LineB,Chamber_1,VendorD,2.192,8,1.0,607,-40,105,145,11.033,36,100,62.49,2.63,9.106,0.992776,0,18.09,666.79,9.8,4.009,0.488,264,4.537,255,,136.0,69.0,0.18,0.543,95.374,54.089,16.867,2.818,9.211,3.5303,1.027824,1,0
FR4,SnAgCu,Acrylic,Medium,Through,HASL,LineB,Chamber_2,VendorC,1.659,12,1.0,430,-65,105,170,11.528,80,67,,0.268,9.355,,0,134.66,676.63,11.43,5.562,0.876,110,4.466,245,8.7,136.0,69.0,0.18,3.583,76.402,41.466,19.551,2.018,7.912,3.1015,1.038433,1,0
HighTg_FR4,SnAgCu,Silicone,High,BlindBuried,HASL,LineC,Chamber_1,VendorD,0.854,8,1.0,1382,-55,70,125,12.26,58,73,88.15,4.309,7.565,0.987524,2,234.43,54.35,24.13,2.051,1.017,148,8.01,265,46.73,172.0,55.0,0.13,15.723,157.214,82.941,10.277,4.081,9.253,5.6787,1.043603,1,1
FR4,SACXPlus,Acrylic,UltraHigh,StackedMicrovia,HASL,LineB,Chamber_1,VendorB,0.951,4,2.0,779,-55,85,140,17.905,78,39,51.64,7.194,0.759,0.98878,0,202.45,88.27,31.8,2.947,0.252,215,2.801,255,,136.0,69.0,0.18,20.02,152.986,48.209,13.706,2.287,6.161,4.182,1.03013,1,0
Rogers,SnAgCu,Acrylic,UltraHigh,Through,ImmAg,LineB,Chamber_2,VendorB,0.701,4,1.0,1571,-55,70,125,7.704,26,15,,0.074,3.722,1.000076,3,238.43,568.06,20.51,1.682,0.861,668,1.942,265,28.24,287.0,31.0,0.05,20.807,152.14,92.211,5.861,2.908,14.512,4.5223,1.045302,1,0
Ceramic,SnPb,None,UltraHigh,Through,ENIG,LineA,Chamber_1,VendorD,1.454,8,1.0,2075,-55,150,205,3.165,63,88,,91.102,17.439,1.000376,2,116.73,655.68,0.98,4.657,0.317,112,2.943,255,4.83,400.0,8.0,0.01,3.512,237.603,356.987,2.998,2.66,42.71,5.6331,1.056728,1,1
Polyimide,SACXPlus,NanoCeramic,Low,Microvia,ImmAg,LineC,Chamber_3,VendorA,0.749,4,2.0,839,-55,85,140,3.173,119,25,84.57,4.101,3.393,0.990289,1,144.05,484.21,1.36,1.237,0.205,610,6.779,255,20.58,255.0,47.0,0.27,3.362,153.674,53.845,10.456,3.368,13.279,3.9442,1.029348,1,0
HighTg_FR4,SnAgCu,Acrylic,UltraHigh,BlindBuried,ENIG,LineB,Chamber_1,,1.614,8,2.0,754,-40,70,110,9.576,103,106,84.53,6.399,,1.005678,1,195.08,26.37,7.87,2.113,,237,2.814,245,61.63,172.0,55.0,0.13,4.61,75.813,49.322,10.577,2.543,10.637,2.3217,1.029027,0,0
Polyimide,SnPb,,Medium,StackedMicrovia,OSP,LineC,Chamber_1,VendorB,1.955,6,1.0,1093,-40,70,110,7.4,29,16,38.51,3.798,5.293,1.002626,0,92.88,84.83,0.31,3.588,1.108,426,5.674,265,4.75,255.0,47.0,0.27,0.993,137.803,88.62,7.326,3.104,7.232,1.9878,1.022556,0,0
Polyimide,SnPb,None,High,StackedMicrovia,HASL,LineD,Chamber_3,VendorC,1.951,10,1.0,1097,-40,105,145,16.506,12,118,25.07,9.529,13.623,0.976318,3,43.06,677.22,4.71,6.638,0.437,572,3.472,245,22.43,255.0,47.0,0.27,1.013,186.283,132.131,9.53,3.134,,4.7935,1.023118,1,0
Polyimide,SACXPlus,Silicone,Medium,Microvia,ENIG,LineA,Chamber_2,VendorA,1.866,4,0.5,815,-55,105,160,9.588,53,59,67.95,7.366,,1.009366,2,55.48,81.02,1.81,0.889,1.318,358,3.627,265,71.04,255.0,47.0,0.27,0.832,108.48,60.563,11.15,2.824,11.349,2.9632,1.039275,0,0
FR4,SnAgCu,Parylene,High,Through,ENIG,LineD,Chamber_3,VendorC,1.175,12,1.0,787,-40,150,190,8.574,32,38,75.61,21.727,12.877,0.993165,1,231.68,632.54,9.44,1.699,0.148,695,6.421,245,10.9,136.0,69.0,0.18,10.31,130.423,98.478,50.004,3.381,11.847,3.9102,1.032,1,0
HighTg_FR4,SnAgCu,None,Medium,BlindBuried,ImmAg,LineC,Chamber_2,VendorB,1.79,6,3.0,845,-55,85,140,15.633,35,36,72.41,0.171,11.466,1.009673,2,193.44,274.35,1.55,0.226,0.328,74,1.912,255,55.0,172.0,55.0,0.13,3.1,96.956,61.256,12.43,2.381,13.797,3.2262,1.042247,1,0
FR4,SnAgCu,None,High,StackedMicrovia,ImmAg,LineD,Chamber_1,VendorC,2.758,8,0.5,1093,-20,70,90,14.493,26,83,12.56,0.174,9.067,1.024956,1,82.14,652.72,30.98,1.916,0.39,465,5.4,255,71.6,136.0,69.0,0.18,1.604,84.494,64.247,7.137,3.713,10.813,2.1826,1.047326,0,0
HighTg_FR4,LowTemp,None,Medium,BlindBuried,HASL,LineA,Chamber_2,VendorE,1.634,4,1.0,1004,-55,125,180,13.079,68,101,96.55,0.265,17.291,0.999195,0,191.34,154.49,17.79,1.447,0.758,346,5.019,245,64.11,172.0,55.0,0.13,6.629,198.419,184.528,20.407,3.144,27.235,5.9861,1.059008,1,1
FR4,LowTemp,Silicone,Medium,StackedMicrovia,OSP,LineB,Chamber_1,VendorC,2.536,6,0.5,1026,-20,85,105,9.87,16,60,56.1,75.746,12.657,0.992262,3,174.5,681.18,29.3,5.426,2.328,375,6.931,245,61.65,136.0,69.0,0.18,3.159,137.68,126.655,12.54,3.594,14.698,4.233,1.034264,1,0
FR4,SnAgCu,NanoCeramic,Medium,Microvia,OSP,LineC,Chamber_2,VendorC,1.501,4,1.0,678,-40,85,125,4.836,110,56,61.97,0.754,,1.016546,1,122.18,374.25,23.07,1.38,,297,7.799,255,71.79,136.0,69.0,0.18,3.918,101.166,53.696,9.194,3.375,13.606,3.1306,1.04837,1,0
FR4,SnAgCu,Acrylic,Low,Through,ENIG,LineD,Chamber_1,VendorC,2.008,2,2.0,1409,-40,150,190,10.561,9,107,10.17,0.553,,0.989931,1,23.05,542.0,15.65,,0.311,604,1.558,245,19.97,136.0,69.0,0.18,1.146,129.262,173.282,52.028,2.763,22.728,3.7327,1.026882,1,0
Polyimide,SACXPlus,Acrylic,High,BlindBuried,HASL,LineD,Chamber_1,VendorA,1.712,6,1.0,1095,-20,105,125,2.791,24,57,7.09,0.286,8.402,1.022709,3,179.61,163.14,15.83,2.525,1.141,363,2.483,255,69.19,255.0,47.0,0.27,4.876,87.205,79.177,4.849,3.002,13.34,3.2196,1.055637,1,0
FR4,SnAgCu,Parylene,Medium,Microvia,OSP,LineB,Chamber_1,VendorD,2.146,4,0.5,535,-40,85,125,10.033,70,44,17.62,1.941,11.568,0.994437,1,82.47,110.46,24.5,0.543,,604,1.552,255,39.18,136.0,69.0,0.18,1.928,74.512,41.466,8.146,2.531,7.275,3.5397,1.029637,1,0
Rogers,SnAgCu,Parylene,Medium,Through,OSP,LineB,Chamber_3,VendorE,2.584,12,1.0,1665,-40,150,190,15.445,22,112,41.97,48.691,10.881,0.992477,1,78.28,178.56,10.91,4.873,1.0,292,8.487,245,8.11,287.0,31.0,0.05,1.669,125.352,205.367,6.669,4.431,11.203,3.5922,1.028129,1,0
Polyimide,SnPb,Acrylic,Low,Through,ENIG,LineA,Chamber_1,VendorD,1.626,8,0.5,1943,-55,85,140,9.658,63,98,92.92,8.403,15.989,1.028391,1,134.79,528.18,18.05,5.01,,31,5.328,245,62.38,255.0,47.0,0.27,2.756,150.244,191.743,11.713,3.809,31.01,5.8728,1.088786,1,1
FR4,SnAgCu,None,Low,Microvia,ENIG,LineC,Chamber_3,VendorE,2.291,8,1.0,892,-40,70,110,1.978,14,72,72.98,0.208,17.619,1.004356,1,77.04,20.44,3.99,3.652,0.918,383,8.001,245,9.85,136.0,69.0,0.18,0.788,82.598,52.06,13.092,3.343,11.632,2.6127,1.030597,0,0
Polyimide,SnAgCu,Acrylic,High,Through,HASL,LineC,Chamber_1,VendorC,2.553,6,2.0,1169,-65,85,150,1.339,106,7,97.93,29.047,8.695,1.019464,2,177.04,489.05,26.69,7.813,0.112,716,8.204,245,13.16,255.0,47.0,0.27,5.69,84.95,87.808,16.573,4.043,14.311,4.5978,1.066337,1,0
FR4,SnPb,Parylene,Medium,Through,ImmAg,LineC,Chamber_2,VendorC,2.358,4,1.0,2083,-55,70,125,15.6,73,50,,66.086,10.815,0.999685,0,82.82,89.63,11.16,0.156,0.607,410,7.725,235,0.54,136.0,69.0,0.18,1.367,112.694,170.306,10.27,4.855,9.354,3.8439,1.038112,1,0
Rogers,SnAgCu,Silicone,Medium,Microvia,HASL,LineB,Chamber_1,VendorA,0.752,4,1.0,722,-20,85,105,4.658,40,118,15.18,11.292,5.225,0.998832,2,197.1,470.72,6.07,5.332,1.536,680,2.558,235,27.52,287.0,31.0,0.05,5.323,123.653,52.965,4.182,2.634,,2.8086,1.026885,0,0
HighTg_FR4,SnPb,Silicone,Medium,Microvia,HASL,LineD,Chamber_2,VendorE,0.7,4,1.0,511,-40,125,165,9.842,75,119,69.89,4.556,15.218,0.964898,0,115.08,225.46,25.19,4.056,2.308,61,4.504,255,30.28,172.0,55.0,0.13,10.438,198.698,78.044,13.25,2.374,28.737,4.2874,1.006267,1,0
Ceramic,LowTemp,Parylene,Medium,BlindBuried,ENIG,LineA,Chamber_3,VendorC,2.554,6,2.0,788,-55,150,205,14.161,68,83,65.0,8.251,12.792,1.01214,4,132.67,632.61,3.17,4.712,0.924,481,2.292,245,19.03,400.0,8.0,0.01,2.315,164.149,176.273,6.385,2.402,,4.9677,1.06242,1,0
FR4,SnPb,Acrylic,High,StackedMicrovia,ImmAg,LineB,Chamber_2,VendorB,2.232,8,0.5,1011,-20,105,125,5.155,100,59,87.54,13.442,16.632,,1,25.78,233.64,32.37,1.29,2.246,151,3.887,265,59.14,136.0,69.0,0.18,0.969,142.485,128.181,15.921,2.83,18.03,4.9603,1.054456,1,0
HighTg_FR4,SnAgCu,Acrylic,Low,StackedMicrovia,OSP,LineB,Chamber_1,VendorD,2.712,4,1.0,999,-65,150,215,13.484,89,104,56.07,,10.89,0.998658,0,22.53,639.27,23.44,0.963,,37,3.85,235,63.5,172.0,55.0,0.13,0.818,184.37,127.422,28.49,2.739,9.09,4.4675,1.043273,1,0
HighTg_FR4,SACXPlus,None,Medium,BlindBuried,HASL,LineB,Chamber_2,VendorC,1.314,2,0.5,1340,-20,85,105,2.095,102,72,28.59,7.469,12.756,1.007103,2,65.02,406.15,25.17,9.099,0.862,329,7.804,255,,172.0,55.0,0.13,2.106,92.366,81.91,6.75,3.862,15.665,3.282,1.040156,1,0
Rogers,SnAgCu,Parylene,High,Through,HASL,LineC,Chamber_1,VendorE,2.355,4,0.5,637,-40,85,125,13.676,105,12,73.41,2.84,1.713,1.000459,0,95.23,168.24,2.79,7.135,,469,6.029,245,37.66,287.0,31.0,0.05,1.102,53.594,50.251,5.271,2.961,6.652,1.9103,1.01957,0,0
HighTg_FR4,LowTemp,Silicone,Medium,Microvia,OSP,LineB,Chamber_2,VendorD,2.383,6,1.0,1213,-65,85,150,1.901,17,49,75.31,0.2,10.921,0.988679,0,57.12,598.72,19.17,4.806,0.383,650,6.407,255,67.84,172.0,55.0,0.13,1.471,183.862,147.702,9.019,4.081,20.026,3.7688,1.025941,1,0
HighTg_FR4,SnAgCu,,Medium,Through,ENIG,LineA,Chamber_2,VendorE,2.5,2,2.0,272,-65,105,170,5.567,94,43,53.31,0.86,6.782,1.004352,0,129.53,224.24,1.02,1.773,0.413,398,6.394,255,13.41,172.0,55.0,0.13,1.847,46.194,28.738,9.408,2.193,6.602,1.2572,1.016979,0,0
FR4,LowTemp,None,Medium,Microvia,HASL,LineA,Chamber_1,,2.153,6,0.5,2086,-20,85,105,5.215,110,82,14.72,0.095,9.146,0.997712,1,151.47,435.49,11.12,10.872,0.334,676,4.828,245,16.14,136.0,69.0,0.18,1.883,176.78,262.624,7.138,3.958,23.665,4.3849,1.041461,1,0
FR4,SnAgCu,Parylene,UltraHigh,BlindBuried,ImmAg,LineB,Chamber_2,VendorC,0.99,4,3.0,676,-65,70,135,16.132,28,31,44.07,,5.878,1.008893,0,196.32,390.03,24.62,5.955,0.361,418,3.197,245,27.41,136.0,69.0,0.18,15.559,111.84,40.232,9.386,2.498,8.871,2.6171,1.035297,0,0
HighTg_FR4,SnAgCu,Parylene,Medium,BlindBuried,HASL,LineC,Chamber_2,VendorD,2.13,4,1.0,740,-20,150,170,9.993,101,95,83.27,94.31,5.17,0.996637,0,132.08,554.53,7.33,2.194,0.227,408,7.194,255,17.79,172.0,55.0,0.13,2.388,101.825,96.414,20.323,3.086,10.1,2.8534,1.025075,0,0
HighTg_FR4,SnPb,Silicone,Medium,BlindBuried,ENIG,LineB,Chamber_1,VendorA,1.969,8,2.0,388,-40,70,110,15.301,76,33,33.93,0.104,14.773,0.994376,2,99.53,193.96,23.7,4.985,0.819,145,3.212,245,3.13,172.0,55.0,0.13,2.685,60.62,37.538,7.195,1.832,7.679,2.0617,1.014877,0,0
FR4,SnAgCu,None,UltraHigh,BlindBuried,ENIG,LineB,Chamber_1,VendorA,1.401,12,1.0,856,-55,125,180,10.815,80,78,73.31,1.419,10.037,0.99347,1,223.08,105.28,18.72,6.404,0.375,412,4.62,245,,136.0,69.0,0.18,13.381,141.172,92.236,45.285,3.062,16.441,5.1853,1.044984,1,0
Rogers,SnAgCu,NanoCeramic,High,StackedMicrovia,OSP,LineA,Chamber_1,VendorE,1.138,4,1.0,2145,-40,70,110,14.679,88,40,29.32,10.232,4.558,0.989392,2,114.73,640.71,30.96,3.445,0.57,706,1.629,255,4.27,287.0,31.0,0.05,6.258,212.562,128.233,4.648,2.695,23.689,3.5023,1.024043,1,0
Rogers,LowTemp,Parylene,High,Through,OSP,LineC,Chamber_2,VendorE,2.559,4,2.0,1327,-40,105,145,10.283,45,34,36.24,0.063,13.801,0.993729,2,80.37,232.33,16.89,6.637,0.77,383,5.198,245,26.6,287.0,31.0,0.05,2.331,120.701,202.853,4.835,3.372,18.281,3.8527,1.032015,1,0
FR4,SACXPlus,Silicone,UltraHigh,StackedMicrovia,ENIG,LineB,Chamber_2,VendorE,0.998,4,1.0,1481,-55,105,160,8.539,109,87,37.01,1.413,1.346,1.005183,1,34.86,442.9,10.24,2.854,1.535,451,4.208,255,7.31,136.0,69.0,0.18,2.19,236.419,109.945,15.225,3.089,21.396,3.2488,1.037839,1,0
HighTg_FR4,SnAgCu,Silicone,Low,Through,OSP,LineB,Chamber_2,VendorA,1.587,8,1.0,1328,-40,85,125,12.117,91,114,18.47,21.016,5.277,0.991004,0,58.97,612.24,29.75,5.077,0.239,210,7.516,245,25.38,172.0,55.0,0.13,1.785,96.502,97.37,5.577,3.672,1.757,2.9987,1.020721,0,0
